ax,ay,az,gx,gy,gz
-2.7725,-0.395,-10.4746,0.0136,-0.016,-0.1468
-2.7821,-0.3783,-10.4531,0.0242,-0.0496,-0.1487
-2.8347,-0.3615,-10.2975,0.0293,-0.0687,-0.1495
-2.8347,-0.3328,-10.2927,0.0346,-0.0759,-0.1463
-2.7797,-0.3615,-10.343,0.0389,-0.0735,-0.138
-2.7701,-0.3543,-10.3358,0.0453,-0.0727,-0.1356
-2.7845,-0.3472,-10.3094,0.0426,-0.0821,-0.1383
-2.7414,-0.3496,-10.2352,0.0472,-0.0925,-0.1399
-2.7557,-0.316,-10.173,0.0557,-0.101,-0.1346
-2.8204,-0.2322,-10.1035,0.0624,-0.1018,-0.1266
-2.8084,-0.2825,-10.0676,0.0602,-0.1066,-0.1178
-2.6456,-0.3807,-9.9311,0.0573,-0.1071,-0.1164
-2.5546,-0.5148,-9.9288,0.0437,-0.1202,-0.1042
-2.6049,-0.4645,-9.8497,0.0461,-0.142,-0.1005
-2.7102,-0.4214,-9.7683,0.0533,-0.1577,-0.0994
-2.8754,-0.3136,-9.7612,0.065,-0.1647,-0.0917
-2.9329,-0.3017,-9.7899,0.0693,-0.1466,-0.0791
-2.9688,-0.4118,-9.9671,0.0677,-0.1154,-0.0685
-2.9999,-0.4286,-9.9383,0.0693,-0.0834,-0.0695
-2.8802,-0.4429,-9.9383,0.0695,-0.0634,-0.0608
-2.8683,-0.4094,-10.0293,0.0727,-0.0482,-0.045
-2.7461,-0.3328,-9.9359,0.0805,-0.0405,-0.0418
-2.7198,-0.4262,-9.8833,0.0903,-0.0309,-0.0445
-2.624,-0.431,-9.8593,0.0874,-0.032,-0.0378
-2.6336,-0.5531,-9.7947,0.0834,-0.028,-0.0373
-2.5498,-0.5602,-9.8282,0.0802,-0.032,-0.0408
-2.5977,-0.5315,-9.7588,0.0786,-0.028,-0.0424
-2.6456,-0.4573,-9.7516,0.0783,-0.0253,-0.0384
-2.6169,-0.4836,-9.7205,0.0767,-0.0216,-0.0274
-2.7222,-0.4525,-9.6606,0.0757,-0.0093,-0.0256
-2.7557,-0.431,-9.6103,0.0781,0.0,-0.024
-2.7557,-0.3687,-9.5577,0.081,0.0141,-0.0184
-2.8443,-0.3687,-9.5529,0.0845,0.0306,-0.0136
-2.7414,-0.4094,-9.4691,0.0877,0.0442,-0.0069
-2.7246,-0.4357,-9.4451,0.0879,0.0485,-0.0013
-2.6169,-0.4597,-9.3925,0.085,0.0397,0.0035
-2.5259,-0.4597,-9.4044,0.0805,0.0184,0.0056
-2.4181,-0.5483,-9.3589,0.0695,-0.0144,0.0021
-2.4588,-0.6057,-9.3565,0.0613,-0.0584,-0.0077
-2.4134,-0.5794,-9.3326,0.0485,-0.1242,-0.0128
-2.296,-0.6225,-9.347,0.0354,-0.2001,-0.0136
-2.1356,-0.7135,-9.3182,0.0211,-0.2859,-0.016
-2.1069,-0.7494,-9.4116,-0.0003,-0.3805,-0.0226
-2.1069,-0.7087,-9.3996,-0.0269,-0.4962,-0.0274
-2.0231,-0.6823,-9.2967,-0.0488,-0.6193,-0.0288
-2.0255,-0.6871,-9.2751,-0.0743,-0.7424,-0.0301
-2.0494,-0.6369,-9.1889,-0.1031,-0.8839,-0.0248
-2.0375,-0.6129,-9.1794,-0.1351,-1.0464,-0.0171
-2.0087,-0.5531,-9.1985,-0.1647,-1.2124,-0.0064
-2.1715,-0.5578,-9.1722,-0.1969,-1.3795,0.0043
-2.3655,-0.4525,-9.0549,-0.2265,-1.5404,0.0181
-2.6169,-0.4118,-8.9256,-0.2563,-1.7221,0.0362
-2.4134,-0.3903,-8.9495,-0.2896,-1.9097,0.0565
-2.217,-0.4812,-9.0094,-0.3272,-2.1083,0.0759
-2.1596,-0.6033,-8.9998,-0.3802,-2.3457,0.0895
-2.2194,-0.5267,-8.9208,-0.4223,-2.626,0.0885
-2.3248,-0.4334,-8.8657,-0.4557,-2.9207,0.0863
-2.4565,-0.4956,-8.7317,-0.5057,-3.2301,0.0909
-2.6528,-0.3424,-8.734,-0.5444,-3.5426,0.0773
-2.9497,-0.3759,-8.4659,-0.5782,-3.8965,0.0698
-2.7485,-0.5148,-8.576,-0.6478,-4.3207,0.0877
-2.648,-0.4669,-8.5497,-0.6763,-4.7049,0.0813
-3.0694,-0.4166,-8.1547,-0.7069,-5.1033,0.0506
-3.3184,-0.3615,-7.9607,-0.7719,-5.5318,0.04
-4.1061,-0.1676,-7.5106,-0.7922,-5.9173,0.0088
-4.8243,0.0934,-7.1658,-0.7637,-6.3434,-0.0389
-4.9273,0.0766,-7.2018,-0.7445,-6.7591,-0.028
-5.5522,0.1891,-7.0198,-0.6885,-7.1764,-0.0693
-5.4133,0.1987,-6.9168,-0.574,-7.5561,-0.1148
-5.3367,-0.0407,-6.3614,-0.5305,-7.9305,-0.1066
-5.7197,-0.2586,-5.8371,-0.5137,-8.227,-0.1069
-6.5912,-0.1844,-5.047,-0.5135,-8.5748,-0.1386
-7.1802,-0.0072,-4.9368,-0.4863,-8.7314,-0.1495
-7.9057,-0.0814,-4.0749,-0.4887,-8.7314,-0.1791
-7.2688,-0.261,-4.2713,-0.5129,-8.7314,-0.1836
-7.2664,-0.3328,-3.7445,-0.5305,-8.7314,-0.1708
-8.2504,-0.2849,-2.7725,-0.603,-8.7314,-0.202
-9.1842,-0.091,-1.9297,-0.6883,-8.7314,-0.2158
-10.1993,0.0503,-1.5682,-0.7306,-8.7314,-0.2046
-10.8912,0.1173,-1.1372,-0.7541,-8.3483,-0.1676
-12.22,0.0,-1.3312,-0.7647,-7.6763,-0.1386
-12.4906,0.1891,-1.2929,-0.7064,-6.9022,-0.0914
-12.5959,0.4812,-1.4054,-0.5905,-6.0077,-0.0573
-13.034,0.4621,-1.9345,-0.4791,-5.0569,-0.0213
-12.7132,0.5962,-2.2458,-0.3387,-4.1747,0.0226
-12.2056,0.5674,-2.2098,-0.2499,-3.2455,0.0648
-11.9159,0.5794,-2.2266,-0.1612,-2.3097,0.1002
-12.0692,0.8021,-2.1356,-0.0429,-1.4727,0.1202
-11.5448,0.8452,-2.1069,0.1188,-0.8743,0.1223
-10.3501,0.3448,-2.1021,0.1812,-0.3818,0.1311
-9.5098,0.2346,-2.1093,0.2614,0.0432,0.1207
-9.2177,0.3184,-1.9585,0.3323,0.3352,0.0906
-8.8131,0.4166,-1.7813,0.3685,0.5137,0.0735
-8.6431,0.4956,-1.233,0.377,0.6294,0.0624
-8.6455,0.4573,-0.8643,0.3488,0.6411,0.057
-8.6024,0.3136,-0.8308,0.3488,0.5953,0.0309
-8.5641,0.2418,-0.8475,0.3413,0.5036,0.0027
-8.4994,0.3017,-0.7015,0.2912,0.3813,-0.0075
-8.6287,0.0718,-0.8452,0.194,0.2675,0.0115
-8.8514,0.1987,-0.7901,0.1455,0.1106,0.0021
-8.9687,0.0,-0.7446,0.0624,-0.0845,0.0005
-8.9687,0.0168,-0.8667,0.0043,-0.2499,-0.016
-9.2368,0.0168,-0.8428,-0.0448,-0.3725,-0.0264
-9.4834,0.0072,-0.826,-0.101,-0.4794,-0.0304
-9.5026,0.0431,-0.7997,-0.1479,-0.5454,-0.0325
-9.7252,0.0742,-0.7374,-0.1777,-0.5486,-0.0413
-9.912,0.0551,-0.7446,-0.203,-0.5572,-0.0445
-9.6319,0.0838,-0.8236,-0.2089,-0.5676,-0.0544
-9.4116,0.0958,-0.8475,-0.1956,-0.5188,-0.0653
-9.4954,0.1604,-0.7039,-0.1895,-0.4892,-0.0719
-9.335,0.0766,-0.5842,-0.1769,-0.4839,-0.0861
-9.2584,0.0239,-0.4693,-0.1708,-0.4671,-0.1007
-9.2225,0.0239,-0.3472,-0.1745,-0.4527,-0.1079
-9.2584,0.0192,-0.2825,-0.1799,-0.4346,-0.1085
-9.2464,0.0168,-0.3184,-0.1833,-0.3989,-0.1077
-9.268,0.0024,-0.3208,-0.178,-0.3533,-0.1074
-9.2703,-0.0934,-0.407,-0.1751,-0.3336,-0.1077
-9.1028,-0.1365,-0.4597,-0.1644,-0.315,-0.1069
-9.0573,-0.1652,-0.4836,-0.1631,-0.2971,-0.1007
-9.0956,-0.1484,-0.4405,-0.1676,-0.2862,-0.0882
-9.2536,-0.182,-0.395,-0.1759,-0.2838,-0.081
-9.2775,-0.1604,-0.3759,-0.1863,-0.2769,-0.0807
-9.2967,-0.1317,-0.395,-0.1988,-0.2848,-0.0802
-9.2153,-0.0742,-0.3831,-0.2174,-0.2899,-0.0717
-9.2392,-0.0455,-0.3232,-0.2414,-0.2995,-0.0626
-9.2129,-0.0718,-0.2777,-0.2603,-0.3147,-0.0584
-9.2799,-0.1628,-0.2155,-0.2747,-0.3142,-0.0586
-9.4691,-0.1796,-0.1101,-0.2817,-0.3142,-0.0626
-9.5026,-0.2394,-0.012,-0.2915,-0.3413,-0.0703
-9.3326,-0.2586,-0.0239,-0.3022,-0.3536,-0.0821
-9.2488,-0.2442,0.012,-0.3246,-0.3541,-0.0837
-9.2344,-0.249,0.0335,-0.3509,-0.3525,-0.0847
-9.3589,-0.2538,0.1365,-0.3696,-0.3472,-0.0898
-9.56,-0.1772,0.2705,-0.3898,-0.3419,-0.0938
-9.8162,-0.0766,0.419,-0.4042,-0.336,-0.1037
-9.7899,-0.0599,0.5674,-0.4197,-0.323,-0.1196
-9.6893,-0.0335,0.6009,-0.4351,-0.3227,-0.1396
-9.5385,0.0168,0.7087,-0.4538,-0.3254,-0.1583
-9.3829,-0.0575,0.8763,-0.4804,-0.3301,-0.1764
-9.3087,-0.0215,0.9649,-0.4935,-0.3397,-0.1948
-9.1937,-0.1245,0.9888,-0.5177,-0.3701,-0.2017
-9.0214,-0.1341,0.9074,-0.5377,-0.388,-0.214
-9.0381,-0.1341,0.7877,-0.5585,-0.3922,-0.222
-9.1051,-0.1317,1.0487,-0.5782,-0.4197,-0.2305
-9.1219,-0.1413,1.142,-0.6086,-0.412,-0.2419
-9.1363,-0.1724,1.3001,-0.6406,-0.3941,-0.2395
-9.347,-0.2777,1.5419,-0.6869,-0.376,-0.2332
-9.3781,-0.3424,1.8124,-0.7248,-0.3672,-0.2353
-9.2799,-0.3304,2.2841,-0.7464,-0.324,-0.2481
-9.4523,-0.1796,2.8228,-0.7895,-0.2745,-0.2502
-9.6223,-0.1245,3.1053,-0.8442,-0.2433,-0.2515
-9.5672,-0.1389,3.3662,-0.906,-0.2065,-0.2481
-9.3901,-0.1221,3.4309,-0.9459,-0.1367,-0.2499
-9.2536,-0.17,3.5985,-0.9774,-0.0935,-0.2561
-9.1554,-0.2155,3.735,-0.9915,-0.0789,-0.2675
-8.8633,-0.1796,4.1563,-1.0168,-0.1138,-0.2742
-8.7795,-0.3687,4.1156,-1.0893,-0.1431,-0.2761
-8.6239,-0.5363,3.881,-1.2145,-0.1793,-0.2694
-8.7628,-0.589,3.8092,-1.3542,-0.2142,-0.2609
-9.0884,-0.723,3.5937,-1.5186,-0.2832,-0.2574
-9.426,-0.6847,3.474,-1.6726,-0.3717,-0.2721
-9.6247,-0.5219,3.3519,-1.8087,-0.4247,-0.284
-9.991,-0.4381,3.134,-1.9601,-0.4549,-0.2699
-10.6805,0.0886,3.2489,-2.0528,-0.4767,-0.2848
-6.6104,-1.1516,-2.7342,-2.1413,-0.4032,-0.4679
-13.9462,-1.1923,-12.4642,-2.051,-1.5908,-0.2348
-2.1739,-0.0215,-43.2345,-1.8532,-4.4358,-0.8284
-2.1644,9.9886,-50.8097,-2.2649,-4.2447,-0.4032
-4.0534,11.813,-28.4982,-1.6166,-3.7848,0.2372
-9.6247,6.3566,-10.8912,0.4,-2.3736,0.4919
-16.6134,-2.8659,0.3376,2.3387,-0.7453,-0.097
-17.9421,-8.102,5.3295,2.8618,0.275,-0.4114
-13.6374,-5.0159,5.928,1.8111,0.6206,-0.1207
-11.564,-2.7078,3.5147,0.0304,0.837,0.1242
-12.038,1.0151,1.3527,-0.8175,0.4623,-0.0181
-11.8848,4.1037,-0.2466,-0.9569,0.142,-0.0698
-11.5736,5.2553,-1.9249,-0.6057,0.2081,-0.0341
-10.2999,4.3718,-2.4852,-0.1503,0.3163,-0.02
-8.8585,2.8108,-2.0231,0.2268,0.3267,-0.0493
-7.7955,0.9912,-1.4246,0.3762,0.21,-0.1047
-6.6942,-0.1508,-0.6416,0.3635,0.0562,-0.0954
-6.8378,-0.7039,-0.1101,0.2859,-0.0461,-0.0218
-7.7788,-1.1612,0.2705,0.1911,-0.1151,0.0101
-8.7077,-1.5419,0.1532,0.1679,-0.0397,-0.0288
-9.9288,-1.7047,0.1987,0.2153,0.2092,-0.0072
-10.4555,-2.0063,0.3543,0.1847,0.5521,-0.0469
-10.5584,-1.8052,0.1724,0.1228,0.8737,-0.137
-10.1107,-1.5179,0.1724,0.1487,1.1887,-0.1585
-9.8641,-0.9984,0.2634,0.3485,1.4208,-0.105
-9.4667,-0.7446,0.6895,0.5271,1.5673,-0.0546
-9.4858,-0.6584,0.9577,0.6299,1.6475,-0.008
-9.4164,-0.8404,1.1588,0.583,1.6497,0.0165
-9.8114,-0.759,0.9577,0.5649,1.6587,0.0344
-10.2592,-0.8595,0.7781,0.547,1.68,0.0722
-10.7021,-0.7709,0.3424,0.5321,1.7182,0.0871
-10.4794,-0.5842,-0.1915,0.5577,1.7408,0.0799
-9.9383,-0.6967,-0.419,0.57,1.7616,0.0853
-9.5385,-0.6919,-0.3879,0.562,1.7605,0.1077
-9.4954,-0.7398,-0.6201,0.5169,1.736,0.1364
-9.5792,-0.6177,-0.8978,0.4698,1.7714,0.1508
-9.675,-0.6321,-1.2139,0.4357,1.8948,0.1772
-9.9814,-0.498,-1.4246,0.4439,2.0813,0.1919
-10.1801,-0.3735,-1.549,0.4514,2.315,0.2076
-10.6422,-0.2298,-1.8483,0.4477,2.5889,0.2278
-10.7811,-0.0168,-1.9848,0.4495,2.8677,0.2374
-10.9104,-0.1245,-2.2793,0.4588,3.205,0.2577
-10.8338,-0.0694,-2.4421,0.5622,3.5285,0.2443
-10.1969,0.577,-2.2242,0.6214,3.8491,0.292
-10.398,-0.3017,-2.4541,0.696,4.1587,0.3222
-9.8881,0.0263,-2.2936,0.8146,4.3087,0.2827
-9.2823,0.1556,-2.3487,0.8641,4.5285,0.3192
-9.2009,-0.2514,-2.5187,0.9278,4.7862,0.3568
-9.1339,-0.1437,-2.5857,1.0187,4.9423,0.3579
-9.0932,-0.1197,-2.6097,1.0765,5.0489,0.3706
-8.8298,-0.2179,-2.715,1.0893,5.1155,0.3813
-8.4659,-0.3711,-2.6839,1.1005,5.2328,0.3925
-8.09,-0.4525,-3.0071,1.1125,5.3927,0.4258
-8.1594,-0.5291,-3.2633,1.1053,5.5547,0.4612
-8.2001,-0.5722,-3.565,1.0629,5.6823,0.4828
-8.0397,-0.6704,-3.7804,1.0216,5.7724,0.5095
-7.5226,-0.8045,-3.9433,0.9928,5.8835,0.5361
-7.3741,-0.7829,-4.3622,0.9832,6.0023,0.5665
-7.2042,-0.7326,-4.6687,0.9633,6.0604,0.5958
-6.8642,-0.747,-4.9871,0.9321,6.0833,0.6163
-6.5242,-0.6728,-5.1954,0.9078,6.0943,0.6257
-6.3494,-0.5818,-5.5809,0.8884,6.0892,0.6161
-6.0501,-0.4238,-5.9304,0.8855,6.0095,0.6025
-5.6,-0.3855,-6.2968,0.8921,5.9594,0.5878
-5.8562,-0.2179,-6.5457,0.915,5.9544,0.5428
-6.1531,-0.0982,-6.8307,0.8974,5.8646,0.4954
-6.2034,-0.1053,-7.1419,0.874,5.7646,0.469
-5.715,-0.2131,-7.5705,0.8807,5.6322,0.4429
-5.9951,-0.079,-7.9942,0.971,5.5517,0.4202
-4.6256,-0.0742,-7.7309,1.0099,5.3775,0.405
-5.3486,-0.3448,-7.8171,0.9851,5.4252,0.3653
-4.6567,-0.4788,-8.0517,0.9236,5.2045,0.3565
-4.2329,-0.6201,-7.8745,0.8953,5.0748,0.3483
-3.9528,-0.5602,-8.1786,0.8687,4.8707,0.3507
-3.711,-0.5219,-8.3462,0.8354,4.6442,0.3443
-3.4069,-0.5626,-8.6718,0.7783,4.3977,0.3291
-3.3255,-0.6297,-8.4324,0.7368,4.1544,0.3022
-3.4429,-0.6608,-8.3486,0.6843,3.873,0.2872
-3.9768,-0.6728,-8.5018,0.6526,3.6764,0.307
-2.6959,-0.9194,-8.5688,0.6206,3.1941,0.3754
-2.5762,-0.7949,-8.8131,0.579,2.8983,0.3853
-2.6552,-0.7398,-8.8131,0.5015,2.6649,0.3451
-3.1627,-0.5459,-9.1291,0.4151,2.3627,0.3214
-3.0837,-0.6177,-9.1099,0.3392,2.1091,0.3248
-3.1843,-0.4693,-9.1913,0.2867,1.894,0.3176
-2.9951,-0.2466,-9.3661,0.2595,1.6222,0.3293
-2.6863,-0.486,-9.4595,0.2222,1.3928,0.3469
-2.5642,-0.395,-9.2201,0.2297,1.1263,0.3325
-2.5546,-0.5339,-8.9471,0.211,0.8969,0.3392
-2.3607,-0.5363,-8.9687,0.1873,0.6435,0.3605
-2.3918,-0.6081,-8.8681,0.1564,0.4493,0.3706
-2.5115,-0.644,-8.7867,0.0949,0.3371,0.3653
-2.7653,-0.589,-8.8418,0.041,0.2537,0.3573
-2.739,-0.5315,-8.9615,0.028,0.1849,0.3648
-2.8563,-0.5411,-8.9711,0.0277,0.1537,0.3683
-3.0239,-0.3903,-9.0525,0.0389,0.1649,0.3501
-3.1675,-0.4046,-9.1818,0.0333,0.2182,0.3373
-3.1915,-0.4717,-9.1794,0.0226,0.2795,0.332
-3.2346,-0.4094,-9.3182,0.0083,0.3317,0.3187
-3.2322,-0.3687,-9.4308,0.0027,0.3725,0.2984
-3.213,-0.2921,-9.572,0.0075,0.389,0.2745
-3.0478,-0.3903,-9.6486,-0.0064,0.3581,0.2619
-2.8467,-0.4788,-9.6223,-0.0184,0.2968,0.2507
-2.7725,-0.5243,-9.6055,-0.0234,0.2041,0.2297
-2.6719,-0.5315,-9.5361,-0.0277,0.0917,0.2036
-2.5953,-0.6416,-9.5744,-0.0648,-0.053,0.198
-2.5522,-0.6704,-9.5505,-0.0997,-0.2052,0.1804
-2.7414,-0.5507,-9.5744,-0.1092,-0.3459,0.1524
-2.9018,-0.5746,-9.5792,-0.1311,-0.4882,0.1455
-3.1603,-0.5555,-9.7396,-0.1506,-0.6081,0.1436
-3.5099,-0.4645,-9.6079,-0.15,-0.688,0.1303
-3.8116,-0.4693,-9.6702,-0.1516,-0.7205,0.1255
-4.0247,-0.2969,-9.8043,-0.1266,-0.7189,0.1063
-4.0845,-0.3136,-9.9575,-0.1167,-0.6784,0.1074
-4.0845,-0.3519,-9.991,-0.0967,-0.6121,0.1031
-4.1276,-0.4142,-9.8809,-0.0746,-0.5145,0.0911
-4.2162,-0.51,-9.7636,-0.0616,-0.4117,0.0799
-4.2713,-0.4597,-9.6438,-0.0338,-0.2838,0.0791
-4.2784,-0.4357,-9.7037,-0.0024,-0.133,0.0759
-4.2234,-0.3783,-9.8569,0.0139,0.008,0.0687
-4.0989,-0.3998,-9.9455,0.0187,0.1415,0.0586
-3.9433,-0.395,-9.9407,0.0245,0.2134,0.0488
-3.699,-0.3783,-9.9599,0.0338,0.2316,0.0472
-3.5219,-0.3759,-10.0892,0.0429,0.21,0.0389
-3.4165,-0.4669,-10.0844,0.0402,0.1711,0.0274
-3.4333,-0.5219,-10.1083,0.0277,0.1455,0.0165
-3.3423,-0.5794,-10.1251,0.0203,0.0823,0.0203
-3.2537,-0.5674,-9.9958,0.0131,0.037,0.0208
-3.2705,-0.4573,-10.0461,0.0032,0.0,0.0152
-3.3399,-0.3591,-10.0748,-0.0024,-0.0216,0.0075
-3.486,-0.2586,-10.1634,0.0011,-0.0522,0.0051
-3.4117,-0.2562,-10.082,0.0101,-0.0719,-0.0021
-3.3064,-0.2203,-10.1658,0.0229,-0.0722,-0.0149
-3.2872,-0.328,-10.1466,0.0333,-0.0568,-0.0253
-3.292,-0.419,-10.0604,0.0368,-0.0338,-0.028
-3.2394,-0.3974,-9.9431,0.0381,-0.0152,-0.0301
-3.146,-0.395,-9.8258,0.0354,0.0104,-0.0352
-3.067,-0.3591,-9.7468,0.0314,0.0264,-0.0421
-2.9449,-0.3591,-9.7516,0.0357,0.0392,-0.049
-2.9664,-0.4501,-9.7516,0.0341,0.0501,-0.064
-2.964,-0.4741,-9.821,0.0336,0.0626,-0.0751
-2.9832,-0.4573,-9.8857,0.0381,0.0706,-0.0759
-2.9712,-0.4501,-9.9431,0.0442,0.0778,-0.0698
-2.9449,-0.4046,-10.0461,0.0546,0.0973,-0.0711
-2.8994,-0.395,-10.0652,0.0618,0.1124,-0.0706
-2.7892,-0.486,-10.0628,0.0661,0.1119,-0.0677
-2.7533,-0.5387,-9.9671,0.0722,0.093,-0.0602
-2.66,-0.6153,-9.9192,0.0698,0.0735,-0.0608
-2.6671,-0.6752,-9.8665,0.0679,0.0608,-0.0592
-2.5762,-0.6776,-9.8521,0.0621,0.0205,-0.048
-2.5331,-0.6536,-9.742,0.0618,-0.0181,-0.0434
-2.5259,-0.565,-9.6534,0.0624,-0.048,-0.0418
-2.6169,-0.5818,-9.7109,0.0552,-0.0671,-0.0357
-2.7414,-0.6488,-9.6917,0.0536,-0.0711,-0.0237
-2.7078,-0.6632,-9.7636,0.0552,-0.0663,-0.0133
-2.7581,-0.6393,-9.6869,0.0544,-0.0461,-0.0037
-2.8539,-0.5555,-9.6391,0.0448,-0.0336,0.0072
-2.806,-0.486,-9.6007,0.048,-0.0298,0.0152
-2.8922,-0.3879,-9.5864,0.0525,-0.0248,0.0269
-2.8204,-0.4453,-9.5457,0.052,-0.0192,0.0389
-2.7701,-0.5243,-9.5481,0.0474,-0.012,0.0448
-2.7533,-0.6153,-9.4739,0.0397,-0.0184,0.0434
-2.6887,-0.6201,-9.4954,0.0349,-0.0376,0.0341
-2.6935,-0.6225,-9.4667,0.0298,-0.0624,0.0325
-2.6911,-0.6081,-9.3805,0.0211,-0.0871,0.0309
-2.6839,-0.6057,-9.3206,0.0128,-0.1002,0.0269
-2.6624,-0.6081,-9.3087,0.0075,-0.1111,0.0234
-2.648,-0.6105,-9.2991,0.0027,-0.1228,0.02
-2.6815,-0.68,-9.3853,-0.0099,-0.1428,0.0133
-2.5881,-0.668,-9.4212,-0.0216,-0.1785,0.0032
-2.4565,-0.6584,-9.4116,-0.0365,-0.2254,-0.0021
-2.32,-0.7063,-9.4667,-0.0448,-0.2854,-0.0061
-2.3128,-0.747,-9.2943,-0.0629,-0.3712,-0.0029
-2.3152,-0.7661,-9.2009,-0.0845,-0.4716,-0.0013
-2.3056,-0.7254,-9.1195,-0.1079,-0.5812,-0.0008
-2.2721,-0.7302,-9.1028,-0.1284,-0.6912,0.0091
-2.2386,-0.7949,-9.098,-0.1684,-0.8287,0.0179
-2.2218,-0.7829,-9.1028,-0.2084,-0.9835,0.0298
-2.1668,-0.7302,-9.1842,-0.2382,-1.1628,0.0405
-2.2458,-0.7422,-9.1937,-0.271,-1.3406,0.045
-2.4612,-0.7087,-9.2416,-0.3016,-1.5188,0.0496
-2.7102,-0.6632,-9.1004,-0.3408,-1.7136,0.0549
-2.5809,-0.6345,-9.1722,-0.3757,-1.9422,0.0602
-2.0758,-0.7949,-9.3829,-0.4245,-2.2175,0.0818
-1.901,-0.984,-9.5385,-0.5073,-2.5405,0.1023
-2.0566,-0.6249,-9.3063,-0.5153,-2.8885,0.0746
-2.49,-0.6033,-8.9711,-0.5814,-3.2407,0.0658
-2.5355,-0.5291,-8.8178,-0.6627,-3.6524,0.0616
-2.6695,-0.3304,-8.6503,-0.68,-3.9815,0.0501
-2.9042,-0.4381,-8.3773,-0.7261,-4.3961,0.0557
-2.7797,-0.5171,-8.406,-0.7861,-4.8832,0.0727
-2.545,-0.5938,-8.3534,-0.8452,-5.4079,0.0645
-2.5019,-0.3615,-8.3486,-0.841,-5.9221,0.0147
-2.9305,-0.4932,-7.9679,-0.8812,-6.426,-0.012
-3.6248,-0.1389,-7.2305,-0.9022,-6.8433,-0.0418
-5.2625,0.0527,-6.5434,-0.9126,-7.292,-0.0645
-5.0566,0.4741,-6.7947,-0.773,-7.8617,-0.0957
-4.968,0.1269,-6.9528,-0.6059,-8.137,-0.0655
-5.7988,0.0838,-6.2656,-0.518,-8.462,-0.0592
-6.3207,-0.0024,-5.7724,-0.4826,-8.7314,-0.0826
-5.9855,-0.1317,-5.2098,-0.4751,-8.7314,-0.0655
-6.5074,-0.1891,-4.6543,-0.5215,-8.7314,-0.1029
-8.0613,0.0144,-4.0534,-0.5939,-8.7314,-0.1572
-8.8107,0.17,-3.5674,-0.6081,-8.7314,-0.1649
-9.0501,0.1197,-3.5338,-0.5931,-8.7314,-0.1303
-8.9878,0.1197,-3.6536,-0.5438,-8.7314,-0.0815
-9.5936,0.1724,-3.2106,-0.5204,-8.3826,-0.0679
-10.0365,0.3065,-2.648,-0.4839,-7.9022,-0.064
-10.8793,0.1532,-1.8699,-0.5156,-7.4378,-0.0456
-9.9024,0.2538,-2.6863,-0.4738,-7.0581,-0.0218
-9.821,0.3208,-2.1739,-0.3856,-6.3994,0.004
-10.2759,0.4429,-1.9345,-0.3272,-5.7191,0.0147
-10.7835,0.5267,-1.8794,-0.2814,-4.9988,0.0461
-11.0852,0.5555,-1.6688,-0.2174,-4.2482,0.0789
-11.2456,0.4693,-1.6209,-0.1519,-3.484,0.1132
-11.4491,0.5219,-1.5802,-0.0962,-2.6854,0.1375
-11.8968,0.6656,-1.5897,-0.0258,-1.9532,0.1559
-12.0716,0.7901,-1.5299,0.048,-1.4666,0.1612
-10.7212,0.5962,-1.5299,0.1037,-1.0936,0.1514
-10.0197,0.6991,-1.4772,0.2598,-0.6734,0.1364
-9.6845,0.5794,-1.0894,0.2926,-0.3965,0.1732
-9.754,0.589,-0.9649,0.3259,-0.2635,0.1442
-9.3853,0.3711,-0.8308,0.3829,-0.2398,0.0826
-8.995,0.2682,-0.6297,0.3976,-0.1881,0.0655
-8.7173,0.0407,-0.4334,0.3118,-0.1953,0.0949
-8.8801,-0.0575,-0.4525,0.2395,-0.2601,0.0922
-8.8753,-0.1963,-0.2753,0.125,-0.4026,0.0861
-9.0788,-0.1317,-0.4381,0.0322,-0.5092,0.0677
-9.426,-0.0766,-0.4669,-0.0506,-0.5673,0.0717
-9.7923,0.0479,-0.4525,-0.105,-0.5585,0.0687
-10.082,0.1077,-0.4214,-0.1351,-0.4791,0.06
-10.5034,0.1652,-0.4812,-0.1468,-0.3603,0.0557
-10.4196,0.1101,-0.656,-0.1343,-0.2622,0.0514
-10.2472,0.1963,-0.7661,-0.0962,-0.1132,0.0456
-10.2328,0.2849,-0.656,-0.0626,0.0394,0.0389
-10.0006,0.3208,-0.6297,-0.0317,0.1623,0.0328
-9.9096,0.3017,-0.7661,0.0016,0.279,0.0269
-9.7396,0.2466,-0.7542,0.0304,0.319,0.0131
-9.3398,0.158,-0.723,0.0586,0.3376,0.0083
-9.2153,0.1245,-0.6249,0.0632,0.3323,0.0061
-9.2225,0.0982,-0.3591,0.0533,0.2944,0.0077
-9.1985,0.0503,-0.4022,0.0408,0.2318,0.0096
-9.2656,0.0048,-0.5363,0.0205,0.1492,0.0091
-9.3015,0.0048,-0.4022,-0.0093,0.0655,0.008
-9.505,0.067,-0.2993,-0.0458,0.0013,0.0053
-9.5792,0.0838,-0.2801,-0.0746,-0.0634,0.0016
-9.6343,0.1365,-0.3208,-0.0925,-0.1063,-0.0067
-9.7061,0.1796,-0.2466,-0.0978,-0.1362,-0.0123
-9.7037,0.1532,-0.2466,-0.1063,-0.1572,-0.0101
-9.7851,0.1748,-0.1628,-0.126,-0.1791,-0.016
-9.7564,0.1724,-0.2227,-0.1426,-0.1998,-0.0261
